Plot,TreeID,TreeID_new,Species,Sector ,DBH_u_92,DBH_u_94,DBH_u_97,FOUND_09,Tag_hgt,DBH_Tag_Hgt_09,DBH_BH_09,DBH_Corr_Factor,DBH_c_92_live,DBH_c_94_live,DBH_c_97_live,DBH_09_live,DBH_19_live,DBH_92_dead,DBH_94_dead,DBH_97_dead,DBH_09_dead,DBH_19_dead,,HGT_92,HGT_94,HGT_97,HGT_19,COMMENTS_1992,COMMENTS_1994,COMMENTS_1997,COMMENTS_2009,COMMENTS_2019_May,COMMENTS_2019_Oct,Comments_2020_data,Conk,Blind_Conk,Scar,Fork_Crook,Frost_Crack,Mistletoe,R_Branch,DB_Top,Crown_Class,L_Crown
12,65,44,Bl,3,,,5.8,Y,1.3,13.2,13.2,1,,,,13.2,19.9,,,,,,,,,--,--,,,,Live,,,,,,,,,,,,,
12,New,--,Bl,2,,,,,,,9,,,,,9,--,,,,,,,--,--,--,--,--,--,--,New ingress - live,,,,,,,,,,,,,
12,New,--,Bl,4,,,,,,,11.7,,,,,11.7,--,,,,,,,--,--,--,--,--,--,--,New ingress - live,,,,,,,,,,,,,
12,--,59,Bl,,,,,,,,,,,,,--,18.6,,,,,,,,,--,--,,,,,ADDED MAY 2019,,,,,,,,,,,,
12,--,843,Bl,,,,,,,,,,,,,--,10.2,,,,,,,,,--,--,,,,,,ADDED OCT 2019,,,,,,,,,,,
12,--,844,Sx,,,,,,,,,,,,,--,10.1,,,,,,,,,--,--,,,,,,ADDED OCT 2019,,,,,,,,,,,
12,--,845,Bl,,,,,,,,,,,,,--,7.5,,,,,,,,,--,--,,,,,,ADDED OCT 2019,,,,,,,,,,,
12,--,846,Bl,,,,,,,,,,,,,--,16.5,,,,,,,,,--,--,,,,,,ADDED OCT 2019,,,,,,,,,,,
12,--,847,Bl,,,,,,,,,,,,,--,13.7,,,,,,,,,--,--,,,,,,ADDED OCT 2019,,,,,,,,,,,
13,356,213,Sx,1,6.7,7.4,8.3,Y,1.3,11.5,11.5,1,,,8.3,11.5,13.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,,7
13,357,357,Bl,1,6.2,6.9,7.7,Y,1.24,10.7,10.7,1,,,7.7,10.7,12.9,,,,,,,4.5,5.2,6.1,13.3,,,,Live,,,,,,,,,,,,,8
13,358,199,Sx,1,10,10.4,12.5,Y,1.13,17.5,17.1,0.977142857,9.771428571,10.16228571,12.21428571,17.1,21,,,,,,,,,,18.8,,,,Live,,,,,,,,,,,,,7
13,360,,Bl,1,3.9,5.6,6.3,Y,1.17,8.7,8.7,1,,,,8.7,10.5,,,,,,,,,,6.7,too small,,,Live,,,,,,,,,,,,,
13,362,210,Sx,1,22.7,24.3,27.2,Y,1.16,35.4,35.3,0.997175141,22.63587571,24.23135593,27.12316384,35.3,40.1,,,,,,,,,,23.4,,,,Live - right on plot boundary,,,,,,,,,,,,,9
13,363,212,Bl,1,29.4,31.3,32.8,Y,1.38,37.5,38,1.013333333,29.792,31.71733333,33.23733333,38,40.5,,,,,,,,,,27,,,,Live,,,,,,,,,,,,,8
13,365,211,Sx,1,11.5,12.4,13.4,Y,1.2,15.3,15.1,0.986928105,11.3496732,12.2379085,13.2248366,15.1,15.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,7
13,366,209,Sx,1,22.1,23.5,25.9,Y,1.13,33,32.6,0.987878788,21.83212121,23.21515152,25.58606061,32.6,37.5,,,,,,,,,,23,,,,Live,,,,,,,3,,,,,,9
13,367,203,Sx,1,25,27.5,30.4,Y,1.13,38.7,38.4,0.992248062,24.80620155,27.28682171,30.16434109,38.4,45.5,,,,,,,14,16.1,17.7,24.9,,,,Live,,,,,,,,,,,,,8
13,368,204,Bl,1,11.5,12,12.5,Y,1.03,15.3,15,0.980392157,11.2745098,11.76470588,12.25490196,15,17,,,,,,,,,,12.1,Spike1,Marked to cut but not felled; spike1,Live,Live,,,NO DATA AVAILABLE FOR 1992/1994 (SG). DBH value for periods estimated from later measurement values. (MJ),,,,,,,,,,
13,369,208,Sx,1,9,9.7,10.8,Y,1.3,14.6,14.6,1,9,9.7,10.8,14.6,18.1,,,,,,,,,,13.9,,,,Live,,,,,,,2,,,,,,6
13,370,,Sx,1,4.3,4.6,5.5,Y,1.24,8.5,8.2,0.964705882,,,,8.2,9.5,,,,,,,,,,,BT,,,Live,,broken @ 2.5 m - live,,,,,,,,,3,,5
13,373,202,Sx,1,10.8,12.2,14.6,Y,1.2,21.7,21.7,1,10.8,12.2,14.6,21.7,27,,,,,,,,,,20.3,,,forked at base with 374,Live,,,,,,,,,,,,,4
13,374,207,Sx,1,6.1,6.5,7.3,Y,1.23,10,9.9,0.99,,,,9.9,10.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,3
13,375,206,Bl,2,15.1,16,18,Y,1.02,22.5,22.1,0.982222222,14.83155556,15.71555556,17.68,22.1,25.2,,,,,,,11.2,11.4,12.3,17.5,Natural,,,Live,,,,,,,,,,,,,5
13,377,214,Bl,2,8.2,9,11.2,Y,1.17,16.2,16,0.987654321,8.098765432,8.888888889,11.0617284,16,20.9,,,,,,,,,,18.4,LS,,,Live,,,,,,,,,,,,,5
13,379,215,Bl,2,22.3,23.5,25,Y,1.2,30,29.7,0.99,22.077,23.265,24.75,29.7,32.5,,,,,,,15.9,19,17.4,21,LS,,,Live,,,,,,,2,,,,,,6
13,380,,Bl,2,29.5,30.3,31.4,Y,,,,,29.5,30.3,31.4,,,,,,31.4,,,21.5,23.4,24.2,,,,,Uprooted 6-8 years ago,Uprooted (2009),,,,,,,,,,,,5
13,393,205,Sx,2,4.3,4.8,5.7,Y,1.2,9.1,9.3,1.021978022,,,,9.3,12.3,,,,,,,,,,13.1,Spike1,Spike1,,Live,,,,,,,,,,,,,5
13,901,232,Sx,3,8,9.9,14.1,Y,1.06,22.9,22,0.96069869,7.68558952,9.510917031,13.54585153,22,28.4,,,,,,,5.3,6,7,16.3,Natural,,Dbh at 1.0m,Live,,,,,,,,,,,,,6
13,902,226,Sx,3,9.3,10.9,13.6,Y,1.3,21,21,1,9.3,10.9,13.6,21,26.5,,,,,,,,,,18.3,LS,LAB,,Live,,,,,,,3,,,,,,8
13,903,216,Sx,3,9.2,10.6,12.9,Y,1.3,20.3,20.3,1,9.2,10.6,12.9,20.3,26.4,,,,,,,7.1,9,10.4,22,Spike2,,,Live,,,,,,,2,,,,,,7
13,904,217,Bl,3,21.4,22.7,24.9,Y,1.2,30.3,30.3,1,21.4,22.7,24.9,30.3,33.3,,,,,,,,,,23.9,AB; Spike1,,,Live,,,,,,,,,,,,,9
13,906,218,Sx,3,19.9,22.2,25.4,Y,1.3,37.1,37.1,1,19.9,22.2,25.4,37.1,44.5,,,,,,,,,,27.4,Spike1,,,Live,,,,,,,,,,,,,9
13,908,219,Bl,4,16.6,16.8,18.2,Y,1.37,22.3,22.5,1.00896861,16.74887892,16.95067265,18.3632287,22.5,24,,,,,,,,,,16,Natural,,,Live,,,,,,,,,,,,,6
13,909,220,Sx,4,23.7,25.5,28.4,Y,1.16,36,35.6,0.988888889,23.43666667,25.21666667,28.08444444,35.6,40.5,,,,,,,15,16.8,17.7,24.3,Natural,,,Live,,,,,,,,,,,,,7
13,911,911,Bl,4,17.6,18.3,18.9,Y,1.3,20.7,20.7,1,17.6,18.3,18.9,20.7,21.5,,,,,,,,,,18.8,,,,Live,,,,,,,,,,,,,6
13,912,221,Bl,4,21.2,23.1,25.6,Y,1.3,29.7,29.7,1,21.2,23.1,25.6,29.7,31.7,,,,,,,,,,15,,,,Live,,"broken top, height estimated",,,,,,,,,,,6
13,913,223,Sx,4,4.5,5.5,6.8,Y,1.24,9.6,9.5,0.989583333,,,,9.5,9.8,,,,,,,4.6,4.2,5.2,,,,,Live,,,,,,,,,,,,,8
13,916,225,Sx,4,6.2,7.5,8.7,Y,1.18,15,14.3,0.953333333,,,8.294,14.3,19,,,,,,,,,,16.8,,,,Live,,,,,,,2,,,,,,9
13,917,917,Sx,4,6.2,7.1,7.8,Y,1.3,9.8,9.8,1,,,7.8,9.8,10,,,,,,,,,,,,,,Live,,,,,,,3,,,,,,8
13,918,229,Sx,4,5.3,6.2,7.5,Y,1.3,10.3,10.3,1,,,7.5,10.3,12.4,,,,,,,,,,,Spike3,,,Live,,,,,,,,,,,,,7
13,919,222,Bl,4,16,17.3,19,Y,1.17,22.9,22.8,0.995633188,15.930131,17.22445415,18.91703057,22.8,25.2,,,,,,,,,,22.3,LAB,LAB,,Live,,,,,,,,,,,,,5
13,920,,Bl,4,9.6,10,10.3,Y,1.3,11.4,11.4,1,9.6,10,10.3,11.4,11.4,,,,,,,,,,,,,,Live,,moribund,,,,,2,,,,,,6
13,921,224,Bl,4,14.4,15.8,17,Y,1.21,19.5,19.5,1,14.4,15.8,17,19.5,21.5,,,,,,,,,,19.9,,,,Live,,,,,,,,,,,,,6
13,923,228,Sx,4,9.4,11,13.4,Y,1.2,20.7,20.6,0.995169082,9.354589372,10.9468599,13.3352657,20.6,25.7,,,,,,,,,,19.4,Bent top,,,Live,,,,,,,,,,,,,7
13,924,,Bl,4,4.3,5,6.3,Y,1.39,9,9,1,,,,9,,,,,,9,,,,,,Spike2,,,Live,dead,,,,,,2,,,,,,8
13,925,245,Sx,4,8.2,9.9,11.8,Y,1.52,14,14.8,1.057142857,8.668571429,10.46571429,12.47428571,14.8,15.6,,,,,,,,,,,AB,,,Live,,,,,,,,,,,,,9
13,926,246,Sx,4,5.2,7.5,9.4,Y,1.12,13.5,13.1,0.97037037,,,9.121481481,13.1,13.5,,,,,,,,,,15.1,,,,Live,,,,,,,3,,,,,,8
13,928,,Bl,4,4.4,5.1,5.9,Y,1.5,8.8,9,1.022727273,,,,9,,,,,,13.5,,3.7,4.4,5.2,,,,,Live,dead,,,,,,,,,,,,7
13,929,244,Sx,4,4.8,6.6,7.3,Y,1.3,8.8,8.8,1,,,,8.8,9,,,,,,,,,,,,,,Live,,,,,,2,2,,,,,,8
13,930,233,Bl,4,6.3,7.2,8.1,Y,1.3,11.3,11.3,1,,,8.1,11.3,13.9,,,,,,,,,,,,,,Live,,,,,,,,,,,,,8
13,931,243,Sx,4,6.1,8.4,10.1,Y,3.1,16.3,16.3,1,,8.4,10.1,16.3,20.7,,,,,,,5.7,7.4,9,18.2,,,,Live,,,,,,,,,,,,,8
13,932,231,Bl,4,4.9,5.8,6.8,Y,1.21,9.4,9.4,1,,,,9.4,10.5,,,,,,,,,,10,,,,Live,,,,,,,2,,,,,,8
13,933,230,Bl,4,5.1,7.2,8.8,Y,1.14,12.5,12.2,0.976,,,8.5888,12.2,14.9,,,,,,,,,,,,,Dbh at 1.0m,Live,,,,,,,,,,,,,9
13,934,200,Bl,4,5.4,6.3,7.4,Y,1.3,11.3,11.3,1,,,,11.3,15.2,,,,,,,,,,,,,,Live,,,,,,,6,,,,,,4
13,36,,Bl,1,,,4.2,Y,1.3,6.5,6.5,1,,,,,8.9,,,,,,,,,,,,,New ingrowth,Live,,,,,,,,,,,,,
13,37,,Sx,3,,,4.7,Y,1.3,7.2,7.2,1,,,,,7.6,,,,,,,,,,,,,New ingrowth,Swept,,heavy lean,,,,,,,,,,,
13,38,227,Sx,4,,,5.8,Y,1.3,11.1,11.1,1,,,,11.1,13.6,,,,,,,,,,,,,New ingrowth,Live,,,,,,,,,,,,,
13,New,,Bl,2,,,,,,,8.7,,,,,8.7,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
13,New,,Sx,4,,,,,,,7.9,,,,,7.9,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
13,,611,Sx,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
13,,612,Bl,,,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
13,,613,Sx,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
14,874,,Sx,1,13.6,14.9,17,Y,1.57,24.1,25.3,1.049792531,14.27717842,15.64190871,17.84647303,25.3,,,,,,25.3,,12.3,14,15.6,,Natural,,,Live,,missing,Missing - presumed dead 2019,,,,,,,,,3,5
14,876,107,Sx,1,25.7,27.3,30.1,Y,1.3,41,41,1,25.7,27.3,30.1,41,52.1,,,,,,,,,,26.7,,Bend1,,Live,,,,,,,,,,,,2,5
14,878,,Sx,1,35.6,38.2,41.2,Y,1.3,50.8,50.8,1,35.6,38.2,41.2,50.8,,,,,,50.8,,20.1,21.8,22.8,,,,,Broken top @ 8m / still alive,dead,,,,,,2,,,,,2,7
14,879,120,Bl,1,28.4,29.9,32.2,Y,1.3,38.3,38.3,1,28.4,29.9,32.2,38.3,43,,,,,,,17.4,19,19.4,23.5,LS,,,Live,,,,,,1,,,,,,2,8
14,881,,Bl,2,21,22.3,25.1,Y,1,29.1,28.3,0.972508591,20.42268041,21.68694158,24.40996564,28.3,,,,,,28.3,,16,17.8,18.2,,,Spike1,,Live, dead down 2019,,,,,,,,,,,2,6
14,883,122,Sx,2,8,9.8,13.2,Y,1.3,23,23,1,8,9.8,13.2,23,31.4,,,,,,,,,,19.6,,,,Live,,new tag # 122?,MERGED WITH NEW TREE #122 - CONFIDENT THAT TREE GREW OVER OLD TAG,,,,,,,,,4,8
14,884,123,Sx,2,4.5,5.9,8.6,Y,1.15,15.8,14.7,0.930379747,4.186708861,5.489240506,8.001265823,14.7,21,,,,,,,4.3,5,6.1,13.5,,,,Live,,new tag #123?,MERGED WITH NEW TREE #123 - CONFIDENT THAT TREE GREW OVER OLD TAG,,,,,,,,,4,8
14,886,124,Bl,2,19.4,21.2,22.2,Y,1.12,30.8,30.3,0.983766234,19.08506494,20.85584416,21.83961039,30.3,35.8,,,,,,,,,,21.1,Spike1 and 2,,Dbh at 1.0m,Live,,,,,,,,,,,,2,7
14,887,125,Bl,3,34.2,35.4,37.3,Y,1.19,42.4,41.7,0.983490566,33.63537736,34.81556604,36.68419811,41.7,44.5,,,,,,,16.4,19.6,20.6,22.6,Natural; LS; LA,,,Live,,,,,,,,,,,,2,8
14,888,,Sx,3,5.6,7.3,9.4,Y,1.3,16.6,16.6,1,,,9.4,16.6,,,,,,,,,,,,,,,Live,,,,,,,,,,,,4,8
14,889,111,Bl,3,15.4,17.3,19.3,Y,1.22,26,25.5,0.980769231,15.10384615,16.96730769,18.92884615,25.5,31.9,,,,,,,8.9,9.4,11.1,20.6,,,,Live,,,,,,,3,,,,,3,7
14,892,112,Bl,3,30,33.4,36.9,Y,1.1,46.7,45.9,0.982869379,29.48608137,32.82783726,36.26788009,45.9,51.8,,,,,,,15.1,16.6,18.1,24.9,Natural; Spike1,,,Live (red needles at tips of branches),,,,,,,,,,,,2,7
14,893,109,Bl,3,6,7.3,8.6,Y,1.21,12.8,12.4,0.96875,,,8.33125,12.4,15.5,,,,,,,4.7,5.8,7.3,6.9,,,,Broken top @ 4m / still alive,,,,,,,,,,,,4,4
14,894,108,Bl,4,6.8,8.8,10.7,Y,1.3,17,17,1,,8.8,10.7,17,21.6,,,,,,,5.2,6.5,6.7,15.3,,,multiple leaders,Live with good top,,,,,,,3,,,,,4,7
14,895,29,Sx,4,9.4,11.5,14.1,Y,1.3,22.7,22.7,1,9.4,11.5,14.1,22.7,29.8,,,,,,,5.8,7.8,9.4,20.5,Terminal weevil,,,Live,tag fully absorbed,New tag #029?,MERGED WITH NEW TREE #029 - CONFIDENT THAT TREE GREW OVER OLD TAG,,,,3,,,,,3,8
14,896,27,Sx,4,8.6,10.5,12.7,Y,1.3,21.4,21.4,1,8.6,10.5,12.7,21.4,28.8,,,,,,,,,,19.3,Terminal weevil,,,Live,tag fully absorbed,New tag #027?,MERGED WITH NEW TREE #027 - CONFIDENT THAT TREE GREW OVER OLD TAG,,,,3,,,,,3,8
14,897,102,Sx,4,6.2,7.7,9.2,Y,1.41,14.8,15,1.013513514,,7.804054054,9.324324324,15,18.3,,,,,,,,,,15,,,,Live,,,,,,,,,,,,4,7
14,899,,Sx,4,14.5,16.6,19.7,Y,1.2,29.1,28.4,0.975945017,14.15120275,16.20068729,19.22611684,28.4,,,,,,28.4,,12.2,14.1,15.3,,Broken leader,,,Live,,missing,Mortality assumed 2019,,,,,,,,,3,9
14,900,110,Sx,4,14,16.3,19.5,Y,1.52,26.8,27.8,1.037313433,14.52238806,16.90820896,20.22761194,27.8,33,,,,,,,,,,17.1,,Leeder Weevil,dBh at .65m,Live,,,,,,,3,,,,,3,9
14,891,105,Bl,4,7.8,7.2,9,Y,0.57,14.1,12.8,0.907801418,,,8.170212766,12.8,16.1,,,,,,,,,,14.1,,,,Live,,,,,,,3,,,,,4,6
14,34,121,Sx,1,,,4.5,Y,1.15,10.4,10.5,1.009615385,,,,10.5,14.5,,,,,,,,,,11.1,,,new ingrowth,Live,,,,,,,,,,,,,
14,New,,Bl,1 or 2,,,,,,,9,,,,,9,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
14,New,,Bl,4,,,,,,,8.4,,,,,8.4,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
14,New,,Sx,4,,,,,,,17.4,,,,,17.4,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
14,New,,Sx,1,,,,,,,19.3,,,,,19.3,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
14,,113,Bl,,,,,,,,,,,,,,24,,,,,,,,,,16.9,,,,,ADDED 2019,,,,,,,,,,,,
14,,114,Sx,,,,,,,,,,,,,,31.8,,,,,,,,,,24.5,,,,,ADDED 2019,,,,,,,,,,,,
14,,126,Sx,,,,,,,,,,,,,,35.5,,,,,,,,,,23.1,,,,,ADDED 2019,,,,,,,,,,,,
14,,128,Sx,,,,,,,,,,,,,,23.5,,,,,,,,,,16.3,,,,,ADDED 2019,,,,,,,,,,,,
14,,127,Sx,,,,,,,,,,,,,,22.9,,,,,,,,,,14.8,,,,,ADDED 2019,,,,,,,,,,,,
14,,718,Bl,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
14,,719,Bl,,,,,,,,,,,,,,11.1,,,,,,,,,,8.5,,,,,,ADDED OCT 2019,,,,,,,,,,,
14,,720,Bl,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
14,,721,Bl,,,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,"ADDED OCT 2019; fork @ stump, sister tree too small",,,,,,,,,,,
14,,722,Bl,,,,,,,,,,,,,,9.6,,,,,,,,,,8.5,,,,,,ADDED OCT 2019,,,,,,,,,,,
14,,723,Bl,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,ADDED OCT 2019; leaning,,,,,,,,,,,
14,,724,Sx,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
14,,725,Bl,,,,,,,,,,,,,,8.4,,,,,,,,,,6.9,,,,,,ADDED OCT 2019,,,,,,,,,,,
15,812,,Bl,1,,8,9,Y,1.3,12.4,12.4,1,,8,9,12.4,,,,,,12.4,,,6.3,7,,,,,Live,down winter 2019,,,,,1,,,,,,,
15,813,99,Sx,1,,25.3,26.9,Y,1.42,35.5,34.8,0.98028169,,24.80112676,26.36957746,34.8,40.1,,,,,,,,18.3,19.1,,,,,Live,,,,,,1,,,,,,,
15,814,97,Bl,1,,23.8,26.5,Y,1.3,31.6,31.6,1,,23.8,26.5,31.6,35,,,,,,,,,,,,,,Live,,,,,,1,,,,,,,
15,815,,Sx,1,,5,5.8,Y,1.3,9.5,9.5,1,,,,9.5,12.5,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
15,817,,Bl,1,,4.7,5.1,Y,1.3,7.9,7.9,1,,,,7.9,9.5,,,,,,,,,,8.4,,,,Live,,,,,,,,,,,,,
15,818,,Bl,1,,26,26.5,Y,1.3,29,29,1,,26,26.5,29,30.5,,,,,,,,,,28.6,,,,Live (two leaders - one is dead),,,,,,,3,,,,,,
15,819,,Sx,1,,28.6,29.8,Y,1.3,34.3,34.3,1,,28.6,29.8,34.3,36.8,,,,,,,,24.5,24.6,26.5,,,,Live,,,,,,,,,,,,,
15,820,,Bl,1,,10.7,11.7,Y,1.3,16.2,16.2,1,,10.7,11.7,16.2,19.1,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
15,821,,Bl,2,,6.7,7.3,Y,1.3,10.5,10.5,1,,,,10.5,13.4,,,,,,,,,,9.2,,,,Live,,,,,,,,,,,,,
15,822,118,Sx,2,,30.9,32.1,Y,1.3,38.5,38.5,1,,30.9,32.1,38.5,42.5,,,,,,,,22.8,23.4,23.5,,,,Live,,,,,,,,,,,,,
15,823,,Bl,2,,11.4,12.4,Y,1.3,16,16,1,,11.4,12.4,16,17.9,,,,,,,,9.4,10.2,13.4,,,,Live,,,,,,,,,,,,,
15,824,119,Bl,2,,11.7,13,Y,1.3,18.9,18.9,1,,11.7,13,18.9,,,,,,24.5,,,,,16.6,,,growing on boulder,Live (growing on a boulder),down 2019,,,,,,,,,,,,
15,825,,Bl,2,,18.5,19.9,Y,1.3,24.3,24.3,1,,18.5,19.9,24.3,,,,,,24.3,,,,,,,,,Live,,dead on ground,,,,,,,,,,,
15,826,103,Bl,2,,5,5.6,Y,1.3,8.4,8.4,1,,,,8.4,10.3,,,,,,,,,,8.3,,,,Live,bark damaged at DBH,,,,,,,,,,,,
15,827,,Bl,2,,4.8,5.7,Y,1.3,7.4,7.4,1,,,,,9.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
15,828,,Sx,2,,19.2,20.2,Y,1.38,26.2,26.4,1.007633588,,19.34656489,20.35419847,26.4,29.8,,,,,,,,13.6,14.1,19.3,,,,Live,,,,,,,,,,,,,
15,829,,Bl,2,,13.5,14.3,Y,1.3,17.7,17.7,1,,13.5,14.3,17.7,20,,,,,,,,,,18.9,,,,Live,,,,,,,,,,,,,
15,831,,Bl,2,,8.7,9.3,Y,1.3,12.5,12.5,1,,8.7,9.3,12.5,15,,,,,,,,,,7.5,,,,Live,,leaning,,,,,,,,,,,
15,832,,Sx,2,,6.6,7.5,Y,1.36,10.6,10.9,1.028301887,,,7.712264151,10.9,12.5,,,,,,,,4.6,5.1,5.9,,,,Live,,drooping leader,,,,,,,,,,,
15,833,,Bl,3,,6.2,6.6,Y,1.3,8.6,8.6,1,,,,8.6,10.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
15,834,104,Bl,3,,14.9,16.8,Y,1.3,21.4,21.4,1,,14.9,16.8,21.4,25.3,,,,,,,,,,21.1,,,,Live,,,,,,,,,,,,,
15,835,117,Sx,3,,27,29.4,Y,1.3,40.6,40.6,1,,27,29.4,40.6,46.7,,,,,,,,19.2,20.2,27,,,,Live,,,,,,,,,,,,,
15,836,,Bl,3,,29.7,30.4,Y,1.3,32.5,32.5,1,,29.7,30.4,32.5,32.7,,,,,,,,,,23.2,,,,Live,,crown fading,,,,,,,,,,,
15,837,,Bl,3,,28.9,29.4,Y,,,,,,,,,,,,,29.4,,,,24.7,15.3,,,, within possible 2yr,Standing grey dead,Dead (2009),,,,,1,,,,,,,
15,838,116,Sx,3,,17.7,20.3,Y,1.3,31.2,31.2,1,,17.7,20.3,31.2,38.7,,,,,,,,15.3,16.5,24.6,,Cable scar,,Live,,,,,,,,,,,,,
15,839,115,Sx,3,,12.3,14.1,Y,1.3,20.9,20.9,1,,12.3,14.1,20.9,25.9,,,,,,,,13.7,14.2,23.5,,,,Live,,,,,,,,,,,,,
15,840,106,Bl,4,,8.1,10.2,Y,1.3,16.3,16.3,1,,8.1,10.2,16.3,20.1,,,,,,,,,,13.3,,2 scars,,Live,,,,,,1,,,,,,,
15,841,96,Bl,4,,29.6,31.9,Y,1.45,39.4,40.2,1.020304569,,30.20101523,32.54771574,40.2,43.4,,,,,,,,,,29.5,,Small Scar,,Live,,,,,,1,,,,,,,
15,842,,Bl,4,,31.7,32.9,Y,,,,,,,,,,,,32.9,,,,,25.1,,,,Small Scar," green windthrow , 2yrs old",Grey dead - uprooted,Uprooted (2009),,,,,1,,,,,,,
15,843,,Sx,4,,32.5,33.9,Y,1.52,36.2,37.9,1.046961326,,34.02624309,35.49198895,37.9,39.6,,,,,,,,26.6,27.1,19.5,,,,Live (broken top / new leader),,"fork @ 16m, broken top",,,,,,,,,,,
15,844,98,Bl,4,,12.7,13.7,Y,1.3,17.4,17.4,1,,12.7,13.7,17.4,20,,,,,,,,,,13.1,,,,Live,,broken top,,,,,,,,,,,
15,31,,Bl,1,,,4,Y,1.3,6.6,6.6,1,,,,,7.8,,,,,,,,,,,,,new ingrowth,Live,,,,,,,,,,,,,
15,New,,Sx,1,,,,,,,9.3,,,,,9.3,,,,,,,,,,,,,,,New Ingress,,,,,,,,,,,,,
15,New,,Sx,1,,,,,,,7.5,,,,,7.5,,,,,,,,,,,,,,,New Ingress,,,,,,,,,,,,,
15,New,,Bl,1,,,,,,,10.8,,,,,10.8,,,,,,,,,,,,,,,New Ingress,,,,,,,,,,,,,
15,New,,Sx,3\4,,,,,,,8.5,,,,,8.5,,,,,,,,,,,,,,,New Ingress,,,,,,,,,,,,,
15,New,,Sx,3,,,,,,,7.7,,,,,7.7,,,,,,,,,,,,,,,New Ingress,,,,,,,,,,,,,
15,New,,Sx,3,,,,,,,8.4,,,,,8.4,,,,,,,,,,,,,,,New Ingress,,,,,,,,,,,,,
15,,100,Bl,,,,,,,,,,,,,,15.1,,,,,,,,,,10.3,,,,,ADDED 2019,,,,,,,,,,,,
15,,101,Bl,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,ADDED 2019,,,,,,,,,,,,
15,,706,Sx,,,,,,,,,,,,,,9.7,,,,,,,,,,9.5,,,,,,ADDED OCT 2019,,,,,,,,,,,
15,,707,Bl,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
15,,708,Bl,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
15,,709,Sx,,,,,,,,,,,,,,10.1,,,,,,,,,,7.9,,,,,,ADDED OCT 2019,,,,,,,,,,,
15,,710,Sx,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
15,,711,Bl,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
15,,712,Sx,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
15,,713,Sx,,,,,,,,,,,,,,10.5,,,,,,,,,,7.3,,,,,,ADDED OCT 2019,,,,,,,,,,,
15,,714,Sx,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
15,,715,Bl,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
15,,716,Sx,,,,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
15,,717,Sx,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
16,757,,Bl,1,7.5,,,y,1.23,9.5,9.4,0.989473684,,,,9.4,12.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
16,758,,Bl,1,14.6,,,y,1.3,16.5,16.5,1,14.6,,,16.5,19,,,,,,,,,,16,,,,Live,,scar in 1,,,,,,,,,,,
16,762,35,Bl,1,9.1,,,Y,1.3,13.2,13.2,1,9.1,,,13.2,14.9,,,,,,,,,,13.4,,#76 girdled,,Live,,,,,,,,,,,,,
